username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,lang
asfaloth_glorfindel,9.0,"Wonderful game, do not heed the hate under this comment. It is much better than the original.",2,30,45,10,8.41886,563,5489,en
asifandwhen,8.0,I think I actually prefer this to regular 7  Wonders Duel as it removes the more tedious elements and adds complexity to the more simple elements. The card art and the moving pieces (the ring tracker!) are just fabulous too.,2,30,45,10,8.41886,563,5489,en
asiulmoon,7.0,Fra,2,30,45,10,8.41886,563,5489,en
Aspudde,7.0,2 players only,2,30,45,10,8.41886,563,5489,en
astralight,,[To Sleeve],2,30,45,10,8.41886,563,5489,en
athanatus,7.0,"7 wonders duel in a lotr theme. Good changes that make the game simpler. Might want to refrain from this if you want more meaty game compared to the original. Tedious score counting is gone which was good for me. I think I enjoy this better than the original just because its more accessible. 7 wonders duel was sort of in a weird position for me, not too euro but not too light.",2,30,45,10,8.41886,563,5489,en
atonyngo,,Sleeves: Gamegenic Matte,2,30,45,10,8.41886,563,5489,en
attila89,,Essen 2024,2,30,45,10,8.41886,563,5489,de
Augeezer,8.25,DTC 2025,2,30,45,10,8.41886,563,5489,en
auronmessatsu,7.0,"7 Wonders Duel with no expansions is a perfect game. In addittion the expansion aren't necessary and you can choose what you want to play with. This version is LOTR theme of course it has FOMO, everyone is talking about it but... Let be honest here, it's the same game changing almost nothing... Well, yes you can't win by points for me it is a big mistake.

This is a good game, no doubt. It's a copy of a terrific game.",2,30,45,10,8.41886,563,5489,en
avinaras,,2P,2,30,45,10,8.41886,563,5489,en
axelian73,10.0,"Une réussite totale pour qui aime cet univers, le jeu est plus fluide et légèrement plus accessible que son ainé, il gagne par contre un thème bien rendu n'en déplaise à certains, on approche de la vingtaine de parties avec des victoires assez équilibrées des 3 façons et deux parties à égalité totale.

Principe et ressenti ludique plus détaillé sur notre article : 
https://adayagame.fr/jeux-pour-2/456-test-et-avis-sur-le-jeu-seigneur-des-anneaux-duel",2,30,45,10,8.41886,563,5489,fr
axelramberg,10.0,Perfect and thus better than the original,2,30,45,10,8.41886,563,5489,en
ayinaim,8.5,12/2024 - 8.5,2,30,45,10,8.41886,563,5489,en
ayukene,,"Original, 2 players, 30-45 min",2,30,45,10,8.41886,563,5489,en
Azaris92,,Language-independent game,2,30,45,10,8.41886,563,5489,nl
AzkadorkableGamer,8.0,Signed Copy from Essen,2,30,45,10,8.41886,563,5489,en
azrael2k,7.0,It's almost the same game as 7 Wonders Duel. The military track is replaced by the map and the victory points are replaced by the Mordor track. The art style is not my cup of tea.,2,30,45,10,8.41886,563,5489,en
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
artyolom,1.0,"im sorry that this particular Lovecraft game got in hot water, but the artwork that has been reused in every game of this universe since Eldricht horror (2013) is disrespectful to the players. It is not funny anymore",6,15,20,14,7.56757,16,206,en
BoredGamerGirl,1.0,Horrible changes from the previous version in aesthetic. Why did they make so many of the cards have to do with Arkham Horror characters no one has ever cared about??? We want the cards to have creepy things on them.,6,15,20,14,7.56757,16,206,en
darkk_,,"Est. March 28th, 2025",6,15,20,14,7.56757,16,206,en
Dark_Mirror,9.0,Neffs,6,15,20,14,7.56757,16,206,en
DTWLibrary,,66S,6,15,20,14,7.56757,16,206,en
DTWLibrary,,66S,6,15,20,14,7.56757,16,206,en
erzengel,,German edition only,6,15,20,14,7.56757,16,206,en
hadsot,8.5,"A nice filler game , it's really simple to pick but it's a bit of teach because you need to explain all the cards so at least everyone understands , but after a few rounds it's really good in my opinion, the only knock I would give is that it might be sometimes too long",6,15,20,14,7.56757,16,206,en
illuminati72,,Filler,6,15,20,14,7.56757,16,206,fr
john1212,,"25.2
2.0",6,15,20,14,7.56757,16,206,en
Kamil2310,,+ Sleeves,6,15,20,14,7.56757,16,206,en
paconan_73,,pre-venta,6,15,20,14,7.56757,16,206,en
yaofengze,8.0,83.74,6,15,20,14,7.56757,16,206,en
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
2Thousand,,Crowdfinder,5,60,120,14,8.29714,42,367,en
agaveman,,Kickstarter Preorder - Nov 2025 eta,5,60,120,14,8.29714,42,367,fr
Aging One,,"KICKSTARTER
Pledge Level: Running on Fumes
Pledge Level Items: Pledge Manager access
Backer # / ID
Funded  
Closed  
Expected Delivery  November 2025
shipping $
Payment  
Shipped  
Pledge Manager  
Item(s):
- 
- shipping $
Payment (final)  
Shipped  (at Sea)  
Shipped (Delivery)  
Delivered  
------------------------------",5,60,120,14,8.29714,42,367,en
Ainigmatikos,,Pending PM,5,60,120,14,8.29714,42,367,en
ALMAR96,,NO ANUNCIADO ESP,5,60,120,14,8.29714,42,367,en
anasxatzi,5.0,"The art is definitely a step backwards.
The original was a great looking game.",5,60,120,14,8.29714,42,367,en
apkendrick,,"Fantastic game. Don't miss it! If you don't have it, back it.

And certainly if you love the new look, all the more reason. I dig the 50's vibe they were going for here 100%. But in my opinion there is a trend toward too much flatness and flavorless graphic design. I blame Ian O'Toole. :-P",5,60,120,14,8.29714,42,367,en
arnaud4matagot,10.0,Love heavy euro games,5,60,120,14,8.29714,42,367,cs
AutoGrifo,,"Going to try this one out--not crazy about the stark new art style, but the game is supposed to be solid.  So I'll see...",5,60,120,14,8.29714,42,367,en
ave_crux,8.0,Played on TTS and immediately backed the project. Will update after physical copy arrive,5,60,120,14,8.29714,42,367,en
bonster20,,"[Kickstarter, with metal coins]",5,60,120,14,8.29714,42,367,en
DerekW1968,,"Arms race
Economic
Fighting
Industry / Manufacturing
Card Drafting
Worker Placement",5,60,120,14,8.29714,42,367,en
Eshuh,,KS: Energy Empire Pledge - Nov 2025,5,60,120,14,8.29714,42,367,en
GrailGames,10.0,The ultimate edition of a great game.,5,60,120,14,8.29714,42,367,en
LL Games,9.0,The best games are yet to be made,5,60,120,14,8.29714,42,367,en
MaryPatriceJoanne,,Kickstarter,5,60,120,14,8.29714,42,367,de
mexo,,"Frost Bite Games, Essen 2025 Pickup",5,60,120,14,8.29714,42,367,de
MMGrad,9.5,"Expansions / Promos / Extras:
+ Deluxe Kickstarter Edition
+ Metal Coins",5,60,120,14,8.29714,42,367,en
qq464154015,8.0,新版的美术是真的爱了,5,60,120,14,8.29714,42,367,zh
SawtoothAutumn,,Feb kickstarter. ,5,60,120,14,8.29714,42,367,en
sevenlist,,"KS - Energy Empire Pledge --- https://www.kickstarter.com/projects/1890365507/manhattan-project-energy-empire

ETD: 11/2025
ATD: ?",5,60,120,14,8.29714,42,367,en
shannyn_north,,"KS w/ metal coins, Cold War, UN Envoys, 9 alternate WP locations",5,60,120,14,8.29714,42,367,en
Stone of Light,,Backed on Kickstarter,5,60,120,14,8.29714,42,367,en
sunflowercari,,"Kickstarter 
should arrive November 2025",5,60,120,14,8.29714,42,367,en
TribalTiger,,2025,5,60,120,14,8.29714,42,367,en
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
2goofy,7.8,Kickstarter Deluxe,5,60,60,12,8.02619,102,1258,fr
aacosta5000,8.5,"Great game, flamecraft vibes but in so much more fun! Easy to get to the table so far and the variety in the expansions with the Sous chefs and Vendor carts add so much variety while barely changing the rules, which I love in an expansion. This will stay in my collection for a long time!",5,60,60,12,8.02619,102,1258,en
Addiction2k,5.0,Pretty meh overall,5,60,60,12,8.02619,102,1258,en
aelthar08,,Kickstarter,5,60,60,12,8.02619,102,1258,de
Alansmithee007,,Kick Starter Deluxe,5,60,60,12,8.02619,102,1258,fr
AlBundy4td,9.0,"What a great family game from the creators of Flamecraft and Andromeda's edge.  Its cute but packs a good punch in strategy and fun mechanics - simultaneous hidden movement, press your luck, contracts, take that, variable player powers as an option and tons of replayability. This was a hit with my 7 9 11 year old and this shoots it up my rankings.  Don't let the cuteness fool you - this is a great family game that has great strategy, depth and replayability.


Kickstarter Pledged 11/23 - waiting on delivery Dec '24, received Mar '25 - Deluxe Edition",5,60,60,12,8.02619,102,1258,en
ALMAR96,,"NO PUBLICADO ESP
NO DISPONIBLE PTY
Maldito - 2025",5,60,60,12,8.02619,102,1258,it
Amazed64,9.5,"Kickstarter 
Sleeved ",5,60,60,12,8.02619,102,1258,en
amyamiki,,"
Waiting for Spanish edition
",5,60,60,12,8.02619,102,1258,en
Angela888Alpes,,bice MIPL Prevod!!!,5,60,60,12,8.02619,102,1258,sl
anim8r,8.0,"I was not nearly as impressed with Flamecraft as many others, but I backed this anyway as the designer and mechanisms were quite different, but the amazing art of Sandra Tang is present here too. This is a step up from Flamecraft in complexity but not really “complex” as such— which is a good thing. The best part is the interactive design thanks to simultaneous programming and competing for the very limited resources at various locations. It is always tense to see who is going to send which Chef to which location and I am here for the dramatic reveal and the following laughs and playful cursing all around the table. To say that the game has variability would be an understatement. Especially with the Critter Kitchen: À La Cart expansion (or even without it), it has plenty of variables that change things up from game to game. The scalability to higher player counts is another plus… provided the playtime does not become unbearable. I am hoping the simultaneous planning would help make this a good candidate for a strategic (non-party) high-player count game, more plays are needed to determine this.
Pain Points: While I appreciate the tons of “Zous Chefs” to pick from… having to pick from a gazillion cardboard pieces is like searching for a needle in a haystack (reeks of KS bloat). Deluxe edition’s wooden meeples better, because no way I am not storing or carrying a ginormous box for a light-ish game experience. Perhaps 3 generic wooden meeples representing the different sizes of Zous Chefs would be a more elegant and functional solution.

More, on my ⟣⧗First Pass⧗⟢ Blog:
https://boardgamegeek.com/blog/9052/blogpost/169868/anim8rs-new-to-me-in-january-2025",5,60,60,12,8.02619,102,1258,en
Annabel_Lee,,"Spielbound Kickstarter pledge, pay upon arrival",5,60,60,12,8.02619,102,1258,en
AnneliesP,,komt in NL (WGG),5,60,60,12,8.02619,102,1258,nl
arkofdan,,FOFO,5,60,60,12,8.02619,102,1258,en
arron77,7.5,Jan 25,5,60,60,12,8.02619,102,1258,en
ashkai,,Deluxe edition,5,60,60,12,8.02619,102,1258,fr
Astanyx,,Kickstarter Version,5,60,60,12,8.02619,102,1258,de
AthonKnight,,2025 02,5,60,60,12,8.02619,102,1258,en
Athosey,,ETA Dec 2024. GOT Mar 2025. ,5,60,60,12,8.02619,102,1258,fr
Atrejou,,Backed on kickstarter,5,60,60,12,8.02619,102,1258,en
ayoung72,,Kickstarted,5,60,60,12,8.02619,102,1258,de
BigX,,"Kickstarter/Backerkit
sleeved (Sleeve Kings - blue)",5,60,60,12,8.02619,102,1258,nb
bj5476,9.0,"Personally, I rate this a 10. Great fun and so beautiful. 
But giving it a 9 overall because it is a little bit fiddly in places and lots of details/rules that some might see as more than the game weight warrants. Even knowing all the rules, it's easy to miss a tiny detail that might change a star or two in final scoring which could affect the outcome. There are so many combinations of things (which is part of the appeal and greatly enhances replayability) that you may need to check the rulebook to see what to do with a given pairing of cards/set-up. When the FAQ wiki/notes are available, that'll be great (eg. I'm still not clear on what to do with gold coins cart in every situation).
But overall, great fun!",5,60,60,12,8.02619,102,1258,en
Bonhomme7,10.0,"This game scales incredibly, it’s very engaging, every part of it is fun and it blends luck, mind games, strategy and optimization very well.",5,60,60,12,8.02619,102,1258,en
BoredKiwi,,Deluxe,5,60,60,12,8.02619,102,1258,fr
BorowkaAmerykanska,,"Wersja KS
język - angielski",5,60,60,12,8.02619,102,1258,pl
BowtiesRcool247,,"1-5 players
Expansion 1-7",5,60,60,12,8.02619,102,1258,en
brgwings,,KS,5,60,60,12,8.02619,102,1258,en
buckbagr,8.0,Fun game with fun theme.  Simultaneous worker placement with lots to consider.  Artwork and production is great.,5,60,60,12,8.02619,102,1258,en
buidyourboardgame,8.0,I got the kickstarter game & it was so fun! We liked it a lot. We weren't super clear on the critic meal and didn't realize you have to plan so much for it so it was a bit of a learning curve. But I love the versatility and will def play again.,5,60,60,12,8.02619,102,1258,en
bwohmie,,Deluxe Edition from KS,5,60,60,12,8.02619,102,1258,en
CardboardCoast_J,7.0,Deluxe All in ,5,60,60,12,8.02619,102,1258,en
Catbug,5.0,Similar to Flamecraft,5,60,60,12,8.02619,102,1258,en
chaosgoat,5.0,"Hidden selection worker placement game. Too random to really effectively plan. Pretty, but hollow. Wouldn't play again. Don't think it's bad per se, just over produced and too random. It is very cute.",5,60,60,12,8.02619,102,1258,en
ChaoticJigsaw,,Kickstarter ,5,60,60,12,8.02619,102,1258,de
Cheri_Mato,,Backed on Kickstarter - deluxe edition,5,60,60,12,8.02619,102,1258,en
chestond,,2-7,5,60,60,12,8.02619,102,1258,en
ChrisMukherjee,,"Great quality components and game trays as with all [url=https://boardgamegeek.com/boardgamepublisher/46569/cardboard-alchemy][b]Cardboard Alchemy[/b][/url] games.
[hr]Backed the [b]Deluxe Edition[/b] in the [url=https://www.kickstarter.com/projects/cardboardalchemy/critter-kitchen][b]Critter Kitchen[/b] Kickstarter campaign[/url].",5,60,60,12,8.02619,102,1258,en
Chrysler92,,"34,28€",5,60,60,12,8.02619,102,1258,ko
Ciera66,,"Shipped USPS
Kickstarter - ETA December 2024
Deluxe Dinner",5,60,60,12,8.02619,102,1258,en
CJ_Kremp,,"Paul wants

$30; sealed - Part of GAMA Retailer Appreciation Box - ETA 3/2025",5,60,60,12,8.02619,102,1258,en
copax,,KS,5,60,60,12,8.02619,102,1258,en
Coralouwho,,"Critter Kitchen KS Deluxe Edition has 255 cards sleeved with Mayday Standard-Card ""Green"" (63.5x88mm, MDG-7041, 100pk) - Base Game (B01-B04) 171, À La Cart Expansion (E01-E02) 68, Secret Menu Challenges Promo (P01) 8, Lucky Duck Promo (P02) 2, Primal Promo (P03) 5, KS Christmas Bonus (P04) has 1 Zous-Chef and 1 (not sleeved) Thank You cards.
All stored in base game box.

Note up to 7P with À La Cart Expansion.

Original KS Oct 2023 - https://www.kickstarter.com/projects/cardboardalchemy/critter-kitchen

#LetterC
#Animals
#Food
#Restaurant
#Solo",5,60,60,12,8.02619,102,1258,en
corry26,7.0,"good game but it lacks depth, its basically goes down to guessing what other might do and hoping you get something good in every type of ingredients. Flamecraft from the same company is a better game",5,60,60,12,8.02619,102,1258,en
Curfew,,KS Deluxe,5,60,60,12,8.02619,102,1258,fr
Cweeks1872,,Estimated February 2025. - Ship to M. Paid,5,60,60,12,8.02619,102,1258,en
damnationltd,10.0,Excellent game with great replayability. Was a Deluxe backer on Kickstarter and it's an immediate favorite game that friends and family all adore.,5,60,60,12,8.02619,102,1258,en
DaraV730,,"Kickstarter

ESD Dec 2024",5,60,60,12,8.02619,102,1258,fr
darkfinale,,Want to Play: Nice artwork.,5,60,60,12,8.02619,102,1258,en
delker79,,KICKSTARTER,5,60,60,12,8.02619,102,1258,en
DerekBC,10.0,Very easy to teach and play! Each game can be drastically different with the A La Cart expansion and adds a great amount of variability. Very fun all around and highly recommended. The production of the Deluxe edition is outstanding!,5,60,60,12,8.02619,102,1258,en
DestinyThinker,7.0,Felt like a mash-up of Cryptid Cafe (with less of an extreme time constraint) and Creature Comforts in terms of the cuteness and the mechanisms (order fulfillment and worker placement spots that can hold multiple workers with worker priority).  Very pleasant game that can be surprisingly mathy when trying to figure out which dishes to serve.,5,60,60,12,8.02619,102,1258,en
Destrio,6.0,"I like games that use programming in terms of action planning or worker placement, but the game seems too tightly balanced in terms of what is valued, but that may be a significance due more to the complexity and target audience of the game.

Stellar production as per the usual result of crowdfunding.",5,60,60,12,8.02619,102,1258,en
DexGeek,,Owner: Jake,5,60,60,12,8.02619,102,1258,en
double09,,"Kickstarter edition
Includes A La Carte",5,60,60,12,8.02619,102,1258,es
Dr BCool,,KS. Deluxe,5,60,60,12,8.02619,102,1258,fr
Draconara,10.0,"Absolutely fantastic worker placement game. I'm in love with the art in every part of the game, the mechanics for strategy and player interaction, and how versatile each new game can be with different Critics, Restaurantours, Carts, Rumors, Zous Chefs, etc. I'll be getting this game to the table so much this year, I can tell.",5,60,60,12,8.02619,102,1258,en
dragoncrescent,4.0,"Excellent art and 'feel'. The pieces are deluxe, and the tiles are wonderfully designed. I appreciated the subtle elements, like the pips on the plates and the game screen with information.

That said, the rules are painfully fiddly. The initiative track mechanic is somewhat arcane and entirely out of your control, resulting in some rounds where you simply don't get the things you need. Or anything at all. Nothing is worse than wasting one of your meeples only to come home with soup. The objectives are obtuse, and even moreso in the final round. The Zous chefs offer a cute little pun with their designs, but the small wooden meeples are a complete miss due to their coloration. It would have been helpful if they were made of grey or white wood, or any other color but teal. 

Honestly very glad I played it. I love the production values, but the game itself winds up being convoluted and not particularly enjoyable. Would politely pass, if this was on the table.",5,60,60,12,8.02619,102,1258,en
drathbun,,Kickstarter Deluxe - Delivered February 2025,5,60,60,12,8.02619,102,1258,en
DrBDWolf,,Backed on Kickstarter.,5,60,60,12,8.02619,102,1258,en
dtelibrary,,-Not released,5,60,60,12,8.02619,102,1258,en
DTWLibrary,,Hot Games,5,60,60,12,8.02619,102,1258,en
duncanid,,"Kickstarter - Deluxe Edition
December 2024",5,60,60,12,8.02619,102,1258,fr
Elida,,Exchange One,5,60,60,12,8.02619,102,1258,en
Elixanpe,,Kickstarter,5,60,60,12,8.02619,102,1258,de
EllieDoodles,10.0,"Beautiful game, and super addictive! Can’t wait to play again!",5,60,60,12,8.02619,102,1258,en
EllikTheren,8.0,"The game has high tension, requires clever planning and adaptation. It's really exciting! And there is something very satisfying about turning in your meals for points. The game scales very well to the different player counts.
The art is out of this world gorgeous. The puns and references are glorious. 
Great game overall. Looking forward to playing it more.

I will also note that I am really disappointed in the insert. After many tries, I cannot escaping lifting the lid/ I cannot fully close the box. Also the part of the insert with the cards is hell to move around. The cards are sliding out from many angles when moving this part of the insert (moving it is required because other components are stored underneath this part of the insert). For the cost of the Deluxe game, I definitely expect better. As an Andromeda's Edge Deluxe owner as well, GameTrayz is racking up a really bad record.
My last note is echoing what I posted on the forum. The unboxing generated way too much trash/unused plastic bags. Going with a more environmentally friendly approach would go a long way in my eyes. Can't help but to feel guilty when I'm responsible for that much trash.",5,60,60,12,8.02619,102,1258,en
emmylou2hearts,,"DELUXE DINNER - Critter Kitchen Deluxe Edition game with À La Cart Expansion content and all unlocked Deluxe Edition stretch goals. Includes silk screened, custom wooden chef meeples and Zous Chef meeples, metal star coins, wooden bag tokens, upgraded draw bag, 7 Game Trayz player pantries, a Game Trayz organizational insert and more! Only available in English.",5,60,60,12,8.02619,102,1258,en
EpilepticTbone,,"Trying to complete orders of required ingredients. The twist? All players choose locations simultaneously. Faster assistants will get there first, but carry fewer ingredients than other players. ",5,60,60,12,8.02619,102,1258,en
eremor,8.0,Paid,5,60,60,12,8.02619,102,1258,en
etoiline,,Backer,5,60,60,12,8.02619,102,1258,en
EV2814,,2025,5,60,60,12,8.02619,102,1258,en
feldfan2014,,"KS ""Deluxe Dinner"" pledge level; this also included [thing=414479][/thing], [thing=414480][/thing], [thing=414481][/thing], [thing=414482][/thing], and [thing=441999][/thing]",5,60,60,12,8.02619,102,1258,en
FernFox,10.0,An incredible game with beautiful art and engaging mechanics!,5,60,60,12,8.02619,102,1258,en
G0nzo,,.,5,60,60,12,8.02619,102,1258,en
Geeken,,5.4KS 2027,5,60,60,12,8.02619,102,1258,en
gengar1205,7.0,One of the best programming games out there. Programmimng genre isnt my jam but this is really and truly impressive. The art by SANDARA TANG needs commending !,5,60,60,12,8.02619,102,1258,en
GirliiPower,,KS,5,60,60,12,8.02619,102,1258,en
gizbywife,,KS,5,60,60,12,8.02619,102,1258,en
gjfurst,,Kickstarter backer,5,60,60,12,8.02619,102,1258,de
glsonn,,"Flamecraft vibe but not the same at all.

8 & 8.5 by DT.",5,60,60,12,8.02619,102,1258,en
graciegracegrace,,"Includes: 
A La Carte Exp.",5,60,60,12,8.02619,102,1258,es
gregamara,9.0,"This game is excellent! A sheer delight to play. My wife and I have been looking forward to Critter Kitchen arriving and it did not disappoint. The two of us and our friends absolutely loved the 4-player game we played.

Pros:
+Covered in adorable art
+Fun theme
+Surprisingly puzzley
+Simultaneous actions
+High variability with Critics and Rumours 
+Restaurateurs all are puns...so many good puns
+Both short-term and long-term goals to work towards 
+Excellent moments of tension with location reveals
+Presenting your dishes is just fun

Minor Cons:
-Some elements of the scoring can be forgotten as there are lots of aspects of the game to think about. (Subsequent plays should help)
-Priority rule can be a bit tricky for players to grasp and remember, but by the end it had clicked.
-Setup and take-down can take some time (but it is all worth it).",5,60,60,12,8.02619,102,1258,en
Gummywyrms,,NTWG,5,60,60,12,8.02619,102,1258,en
gusjustgus1,,Kickstarter Supporter: Funded,5,60,60,12,8.02619,102,1258,en
Hail_TX,,Deluxe Edition,5,60,60,12,8.02619,102,1258,fr
heatbbx,7.5,KS Deluxe All-In Edition,5,60,60,12,8.02619,102,1258,fr
Herzer,,Devir,5,60,60,12,8.02619,102,1258,en
HollaMonkey,,Dice tower hot game,5,60,60,12,8.02619,102,1258,en
HoosierPapa,9.1,Backed deluxe version on Kick Starter 11-16-2023 for $80 to deliver on 12-'24.Received 2-25-2025.,5,60,60,12,8.02619,102,1258,en
Iguloy,8.0,"Interesting player interaction and nice variability. Beware though, rewuires doing a fair amount of math puzzles in your head, which can easily lead to analysis paralysis! I prefer it to Flamecraft.",5,60,60,12,8.02619,102,1258,en
ilissam,10.0,I just love this game and the On Line Play in Discord is fun.,5,60,60,12,8.02619,102,1258,en
infiniteloopofcats,,Kickstarter edition,5,60,60,12,8.02619,102,1258,de
JamminJoe123,,Estimated: Dec 2024,5,60,60,12,8.02619,102,1258,en
jammitch,4.0,"Played a 3-player game on TTS during the crowdfunding campaign. Spaces are too crowded and the slow worker is too often starved out of receiving anything meaningful, which is not fun. The tiebreak resolution track makes sense in theory but you really can't take advantage of it. Having to spend actions (and priority) to see the goals is also not fun. Turning public information (acquired ingredients) into faux-hidden information is always a bad design decision. In short, the game isn't unplayable, but it's not particularly strategic either, and I won't be playing it again. (Go buy Fresco instead.)",5,60,60,12,8.02619,102,1258,en
jbbenlu,,Backed on Kickstarter,5,60,60,12,8.02619,102,1258,en
jecabreradc,,Deluxe edition kickstarter with extras,5,60,60,12,8.02619,102,1258,en
jeffreycoz,5.0,"We played two games at two players and only twice did leftover food go to the soup kitchen, which makes the soup kitchen not as useful in my opinion. I felt a bit too bored, the game doesn't do anything really new or interesting. Sad as the production value is crazy good, but that's really the most memorable thing about the game. ",5,60,60,12,8.02619,102,1258,en
Jestertrek,,The Deluxe KS box is a poorly-designed mess with obvious production problems in the GameTrayz and box organization. Probably the worst box organization in a large-box game since the Anachrony Infinity Box. Game play to be reviewed.,5,60,60,12,8.02619,102,1258,en
jillelder63,,"Kickstarter Deluxe Dinner pledge 
Deluxe Edition. Includes A La Carte expansion a Backer Promo packs",5,60,60,12,8.02619,102,1258,es
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
aaj94,8.0,"There have been a couple of filler card games that have swept through my collection before: Fuji Flush, 6 Nimmt, Spicy, Cockroach Poker, High Society, Imagine, and Matryoshka all come to mind. The thing I've realized about small card games like this is that they're great for a couple dozen plays, and then I can move on from them guilt-free. I imagine Flip 7 will be the same. It's a great time, don't get me wrong. But will it stick around for hundreds of plays? I don't think so, and that's all right. For 10 dollars, I have already gotten enough joy out of it to be well-satisfied with my purchase. 

Only beef is that the box size is way to big for the game.",99,20,20,8,7.29928,211,1450,en
AaronTheRed,9.0,"Short, fun, wide appeal, and great push your luck type of game.  A no-brainer to add to almost any game collection",99,20,20,8,7.29928,211,1450,en
AbbyD3,9.0,I REALLY liked this game! It was funny to see my friend get literally p points because he couldn't control himself and kept adding a card on his turn. Some of the instructions can be confusing when explaining the action cards at the start of the game. Very easy to learn. I love that you can play with a large group of people.,99,20,20,8,7.29928,211,1450,en
absalinas26,9.0,As fun as a filler can be,99,20,20,8,7.29928,211,1450,en
absolutleo,7.5,It's fun! Mix of black jack and can't stop. Played with ages 7-75.,99,20,20,8,7.29928,211,1450,en
ActsKnight238,7.0,Best 3-8,99,20,20,8,7.29928,211,1450,en
adamw,7.5,"This does a very neat thing: it's a quick card and highly simple game with a single decision (take a card or not) - entirely push your luck (or if you count cards, perhaps  push your memory). For late night, final game with 3+ players, wonderfully fun.",99,20,20,8,7.29928,211,1450,en
adesireg,8.0,Small Box,99,20,20,8,7.29928,211,1450,en
adi_venturer,8.0,"This is a really fun and light game, perfect for parties and camping/backpacking trips. Also probably the lightest game I have ever played, it can be taught to anyone really.

(Plays: 1)",99,20,20,8,7.29928,211,1450,en
AerynSpaceFamily,8.0,"3p+, fun family game!  ",99,20,20,8,7.29928,211,1450,en
AferimCarabin,,20/03/2025 collection update,99,20,20,8,7.29928,211,1450,de
agrenon0418,5.0,"I only had to play this game once to know it isn't for me. The thing that bothers me most is that the name of the game implies you should be trying to flip over 7 cards...but the chances you do that without busting are very slim. So if you really want to win, you are better off completely forgetting about it. And the reward for flipping 7 cards isn't even worth the risk. I realize this is a very simple game you can literally play with anyone, and it works great as a party game, but I just don't really care for it.",99,20,20,8,7.29928,211,1450,en
Alan Stern,8.0,An excellent press-your-luck party game!  Needs a group with the right mentality.  An awesome late night game.  Strongly recommended if it matches your group's M.O.,99,20,20,8,7.29928,211,1450,en
alfonzos,,Entertaining and easy to learn card game of daring. Bold graphics are a merit. Play this instead of the tiresome UNO.,99,20,20,8,7.29928,211,1450,en
AliAids2004,7.0,Xmas Gift,99,20,20,8,7.29928,211,1450,lt
allofthesteph,7.0,"Flip 7 is a unique and unpredictable card game that feels reminiscent of Blackjack, but with its own twist—you can use action cards to mess with your friends! The game is played over several rounds until one player reaches a total score of 200, and the strategic elements add a fun layer to the gameplay.

That said, there’s definitely a learning curve with all the different cards and rules. We had to reference the rulebook several times during our first game to make sure we were following everything correctly. Once we got the hang of it, though, it was pretty fun!

One thing to note is that Flip 7 involves a lot of math and keeping score, which might not be everyone’s cup of tea. One person in my group found it a bit stressful, while another—an accountant—took charge of tallying for everyone and loved it. So, it really depends on your mood and your group’s preferences.

I could see this being a great game for families, especially as a fun way for kids to practice addition, but I wouldn’t classify it as a “party game.” It’s a bit too structured for that vibe.

Overall, we had a good time playing and will likely pull it out again for future game nights! If you’re into math-based card games with a bit of strategy, this might be a great addition to your collection. ?",99,20,20,8,7.29928,211,1450,en
ALMAR96,,"NO PUBLICADO ESP
NO DISPONIBLE PTY
The Op Games",99,20,20,8,7.29928,211,1450,en
alzsara,5.0,"Flip a card. If it repeats a number you already have you score nothing this round. Do some quick odds assessment of repeating a number, pass if your current score (the numbers you’ve already collected) is not worth risking. Oh what fun. This game has a niche – drunken family nights. It can be fun if everyone hams it up and gets into it but it’s never going to be a staple on gaming nights (mine at least).",99,20,20,8,7.29928,211,1450,en
amusedleg,,Ordered from B&N.,99,20,20,8,7.29928,211,1450,en
amyd123,7.0,Flip 7 is a game of pressing your luck to get the most cards without busting.  Goal is to get to 200 points to win the game.  Is a fun and simple game to learn how to play.  Good for kids and adults.,99,20,20,8,7.29928,211,1450,en
AmyR81,9.0,"Received this product to try from OP Games. This game was super fun! It was quick to learn and a blast to play. If you are looking for a new fun card game, this might be it! It has been nominated as a game of the year finalist. You basically take turns flipping over cards to get as many points as possible without busting. You bust by getting a duplicate number flipped over. So if you have a 10, 12, and a 5. You ask for a hit and the next card is a 12, you bust and get 0 points. If you get to 7 cards in front of you, the round ends and you are awarded 15 bonus points. There are also special cards, such as ""Second Chance"", ""Freeze"" and ""Flip 3"" that do a variety of things. So much fun!",99,20,20,8,7.29928,211,1450,en
Andermom,9.0,"Great new game. This one checks all my criteria for a favorite: all ages, lots of players, quick rounds, easy to learn, some strategy, lots of fun! This one will definitely be coming with us to game nights!",99,20,20,8,7.29928,211,1450,en
Andrew_R2iGames,10.0,"Not every games is for everyone, but for the audience Flip 7 is geared towards, it is top of its class. Flip 7 takes seconds to teach, works well with very high player counts, and elegantly prescribes the push-your-luck feel.",99,20,20,8,7.29928,211,1450,en
